,fdamage,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,Distance to treshold 2055,Population under treshold 2055,Distance to treshold 2105,Population under treshold 2105,Total Aggregated Utility
37,1,777,2,12263.259091561831,2,1,1,2,0,1.1388684377633802,392.11377720333263,53.64561499358897,1387.9000465208019,4888.378025697935
38,2,133,2,6553.732082419458,1,1,1,2,0,0.0,0.0,53.663432369633725,1893.1310535965195,4957.143336078015
39,0,866,1,4566.093525568132,4,1,0,2,1,1.1624050556769934,448.41656952512875,1.3054049658019706,676.8800301167952,3878.1624066048853
40,2,927,2,10251.121796797184,3,1,1,1,1,0.929318554396211,468.34721663128005,1.1595614695356757,1895.3104670826424,3842.0724277659474
41,1,927,2,12664.833562954915,5,1,1,1,0,0.0,0.0,54.09854372060956,423.2546512212221,6135.322439267322
42,1,309,2,13493.47006004075,5,1,0,2,0,0.40983397888445317,330.1048035303076,54.53490390719839,1042.7390427182402,6164.2736545463795
43,1,927,2,6216.819516082354,3,1,0,0,0,0.9346373573841886,468.34721663128005,0.4076803048513038,1480.4925875438719,3820.8006922983814
44,1,58,2,10793.047296079625,3,1,1,1,0,1.0665009979112658,468.34721663128005,0.3278468825505392,1480.4925875438719,3707.987365917633
45,1,309,2,10102.380912811024,3,1,0,0,0,0.9210641080272397,468.34721663128005,0.32965476003715755,1480.4925875438719,3639.48916824317
46,0,309,0,10740.871086670059,3,1,1,1,0,1.039001699553421,468.34721663128005,0.333533370412181,1480.4925875438719,3709.3235172960194
47,0,927,2,11542.807800984137,4,1,1,1,0,1.0310332276254721,448.41656952512875,1.37919061899471,676.8800301167952,3852.648998339783
48,2,927,2,9913.964472672842,0,1,0,1,0,0.0,0.0,53.96842782454883,1282.415941718475,5049.255997460894
49,1,692,0,8210.06330952431,4,1,1,2,1,1.1669883831509074,448.41656952512875,1.0980493627127004,676.8800301167952,3862.345222373155
50,2,257,2,9218.80240898045,1,1,0,1,0,0.0,0.0,53.39599316466212,2472.88734975062,4952.771576849881
51,1,116,0,8886.275132274393,3,1,0,2,0,1.1976578654629118,468.34721663128005,0.28398322537182463,1480.4925875438719,3741.1929558205966
52,1,551,0,8466.141491847457,4,1,0,2,1,1.1794698690569807,448.41656952512875,1.120292650764983,676.8800301167952,3879.983621268737
53,1,257,2,4096.3977163802565,1,1,0,2,1,0.8479394305435031,336.4130577544048,53.88139673388778,1016.3639102991358,4840.077758431357
54,1,307,0,12333.50748159771,3,1,1,2,0,0.12320500783781796,936.6944332625601,0.9505562028520556,2764.237838557969,3646.7913009955855
55,1,268,0,12297.57880196431,3,1,0,1,0,1.0680829618432595,468.34721663128005,0.33173180745994957,1480.4925875438719,3721.8909882075372
56,1,243,0,13406.412240642203,4,1,0,2,0,1.17553508572454,448.41656952512875,1.258108182507545,676.8800301167952,3892.065231593356
